trading_symbol
SHREECEM26FEB22250CE
SBICARD26FEB1180CE
NMDC26MAR80CE
ONGC26MAR253CE
RBLBANK26MAR365PE
AUBANK26FEB950PE
POWERINDIA26MAR17750CE
JIOFIN26FEB355CE
PFC26APR290CE
TATAPOWER26APR310CE
GMRAIRPORT26FEB103CE
ASIANPAINT26APR3600CE
NIFTYNXT5026MAR87500PE
TORNTPHARM26MAR5400CE
INDIANB26MAR1280CE
MFSL26APR1160PE
SWIGGY26FEB245PE
RELIANCE26APR1880CE
BSE26FEB2000CE
NIFTY26FEB24000PE
RELIANCE26MAR900PE
VOLTAS26MAR1800CE
COALINDIA26FEB630CE
BAJAJHLDNG26MAR12800PE
MIDCPNIFTY26FEB17300PE
NESTLEIND26APR1520CE
CHOLAFIN26FEB2600CE
ASTRAL26MAR1480PE
IRCTC26FEB490PE
SWIGGY26MAR260PE
SBIN26MAR1460PE
LODHA26MAR1320CE
MIDCPNIFTY26FEB12850PE
ASIANPAINT26APR1120CE
IDEA26FEB13PE
TIINDIA26MAR2700PE
BANKNIFTY26MAR74900PE
TATASTEEL26FEB198PE
PIIND26FEB2420PE
ALKEM26FEB4400PE
LICI26APR840CE
TATASTEEL26MAR150PE
KEI26FEB3350PE
EICHERMOT26MAR5850CE
VBL26FEB290CE
MAZDOCK26MAR2360CE
BHARATFORG26FEB1160PE
IEX26FEB134CE
TATAPOWER26APR260PE
COFORGE26FEB1800PE
SUNPHARMA26MAR1420PE
BLUESTARCO26APR2520CE
KALYANKJIL26APR410CE
BAJAJ-AUTO26MAR11100CE
ICICIGI26MAR1080CE
ULTRACEMCO26MAR16100PE
SAIL26FEB144CE
POWERINDIA26APR26500PE
ICICIPRULI26MAR500PE
KPITTECH26MAR750CE
TORNTPHARM26FEB5560CE
RECLTD26MAR455PE
DALBHARAT26FEB1660PE
INDHOTEL26MAR565CE
TATAPOWER26MAR302.5PE
LTIM26MAR3200CE
CAMS26FEB660PE
KPITTECH26FEB650CE
DRREDDY26MAR1380PE
INDUSTOWER26MAR420PE
NIFTYNXT5026APR78200PE
NIFTY26MAR18000PE
PERSISTENT26APR3800CE
UNIONBANK26MAR145CE
CUMMINSIND26MAR3000PE
COFORGE26MAR940PE
BAJFINANCE26MAR630PE
JINDALSTEL26FEB1490PE
EICHERMOT26MAR11000PE
ASHOKLEY26FEB252.5PE
LTIM26MAR7500CE
LTF26MAR450CE
VBL26MAR535PE
GAIL26MAR207PE
MOTHERSON26FEB122PE
NIFTYNXT5026MAR78600PE
PHOENIXLTD26FEB920PE
HINDPETRO26FEB390CE
OIL26FEB360CE
NIFTY26FEB21150PE
CANBK26MAR191CE
CGPOWER26FEB960PE
SUZLON26FEB44CE
PAGEIND26FEB45500PE
CROMPTON26MAR262.5PE
SBILIFE26FEB2960PE
RECLTD26FEB377.5CE
PREMIERENE26FEB810CE
CONCOR26APR700PE
RELIANCE26FEB1380CE
HDFCAMC26FEB3280PE
PETRONET26APR300PE
WIPRO26MAR235PE
NIFTYNXT5026FEB76700PE
